"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","CPI","TOT","AGRWTH","M","2021-05",0.1366552,
"GRC","CPI","TOT","AGRWTH","M","2021-06",1.028375,
"GRC","CPI","TOT","AGRWTH","M","2021-07",1.351097,
"GRC","CPI","TOT","AGRWTH","M","2021-08",1.878557,
"GRC","CPI","TOT","AGRWTH","M","2021-09",2.211804,
"GRC","CPI","TOT","AGRWTH","M","2021-10",3.413519,
"GRC","CPI","TOT","AGRWTH","M","2021-11",4.822838,
"GRC","CPI","TOT","AGRWTH","M","2021-12",5.114928,
"GRC","CPI","TOT","AGRWTH","M","2022-01",6.249706,
"GRC","CPI","TOT","AGRWTH","M","2022-02",7.214007,
"GRC","CPI","TOT","AGRWTH","M","2022-03",8.850036,
"GRC","CPI","TOT","AGRWTH","M","2022-04",10.17281,
"GRC","CPI","TOT","AGRWTH","M","2022-05",11.32933,
"GRC","CPI","TOT","AGRWTH","M","2022-06",12.09375,
"GRC","CPI","TOT","AGRWTH","M","2022-07",11.59072,
"GRC","CPI","TOT","AGRWTH","M","2022-08",11.40379,
"GRC","CPI","TOT","AGRWTH","M","2022-09",12.02402,
"GRC","CPI","TOT","AGRWTH","M","2022-10",9.06504,
"GRC","CPI","TOT","AGRWTH","M","2022-11",8.539313,
"GRC","CPI","TOT","AGRWTH","M","2022-12",7.224042,
"GRC","CPI","TOT","AGRWTH","M","2023-01",6.98927,
"HUN","CPI","TOT","AGRWTH","M","2011-04",4.7,
"HUN","CPI","TOT","AGRWTH","M","2011-05",3.9,
"HUN","CPI","TOT","AGRWTH","M","2011-06",3.5,
"HUN","CPI","TOT","AGRWTH","M","2011-07",3.1,
"HUN","CPI","TOT","AGRWTH","M","2011-08",3.6,
"HUN","CPI","TOT","AGRWTH","M","2011-09",3.6,
"HUN","CPI","TOT","AGRWTH","M","2011-10",3.9,
"HUN","CPI","TOT","AGRWTH","M","2011-11",4.3,
"HUN","CPI","TOT","AGRWTH","M","2011-12",4.1,
"HUN","CPI","TOT","AGRWTH","M","2012-01",5.5,
"HUN","CPI","TOT","AGRWTH","M","2012-02",5.9,
"HUN","CPI","TOT","AGRWTH","M","2012-03",5.5,
"HUN","CPI","TOT","AGRWTH","M","2012-04",5.7,
"HUN","CPI","TOT","AGRWTH","M","2012-05",5.3,
"HUN","CPI","TOT","AGRWTH","M","2012-06",5.6,
"HUN","CPI","TOT","AGRWTH","M","2012-07",5.8,
"HUN","CPI","TOT","AGRWTH","M","2012-08",6,
"HUN","CPI","TOT","AGRWTH","M","2012-09",6.6,
"HUN","CPI","TOT","AGRWTH","M","2012-10",6,
"HUN","CPI","TOT","AGRWTH","M","2012-11",5.2,
"HUN","CPI","TOT","AGRWTH","M","2012-12",5,
"HUN","CPI","TOT","AGRWTH","M","2013-01",3.7,
"HUN","CPI","TOT","AGRWTH","M","2013-02",2.8,
"HUN","CPI","TOT","AGRWTH","M","2013-03",2.2,
"HUN","CPI","TOT","AGRWTH","M","2013-04",1.7,
"HUN","CPI","TOT","AGRWTH","M","2013-05",1.8,
"HUN","CPI","TOT","AGRWTH","M","2013-06",1.9,
"HUN","CPI","TOT","AGRWTH","M","2013-07",1.8,
"HUN","CPI","TOT","AGRWTH","M","2013-08",1.3,
"HUN","CPI","TOT","AGRWTH","M","2013-09",1.4,
"HUN","CPI","TOT","AGRWTH","M","2013-10",0.9,
"HUN","CPI","TOT","AGRWTH","M","2013-11",0.9,
"HUN","CPI","TOT","AGRWTH","M","2013-12",0.4,
"HUN","CPI","TOT","AGRWTH","M","2014-01",0,
"HUN","CPI","TOT","AGRWTH","M","2014-02",0.1,
"HUN","CPI","TOT","AGRWTH","M","2014-03",0.1,
"HUN","CPI","TOT","AGRWTH","M","2014-04",-0.1,
"HUN","CPI","TOT","AGRWTH","M","2014-05",-0.1,
"HUN","CPI","TOT","AGRWTH","M","2014-06",-0.3,
"HUN","CPI","TOT","AGRWTH","M","2014-07",0.1,
"HUN","CPI","TOT","AGRWTH","M","2014-08",0.2,
"HUN","CPI","TOT","AGRWTH","M","2014-09",-0.5,
"HUN","CPI","TOT","AGRWTH","M","2014-10",-0.4,
"HUN","CPI","TOT","AGRWTH","M","2014-11",-0.7,
"HUN","CPI","TOT","AGRWTH","M","2014-12",-0.9,
"HUN","CPI","TOT","AGRWTH","M","2015-01",-1.4,
"HUN","CPI","TOT","AGRWTH","M","2015-02",-1,
"HUN","CPI","TOT","AGRWTH","M","2015-03",-0.6,
"HUN","CPI","TOT","AGRWTH","M","2015-04",-0.3,
"HUN","CPI","TOT","AGRWTH","M","2015-05",0.5,
"HUN","CPI","TOT","AGRWTH","M","2015-06",0.6,
"HUN","CPI","TOT","AGRWTH","M","2015-07",0.4,
"HUN","CPI","TOT","AGRWTH","M","2015-08",0,
"HUN","CPI","TOT","AGRWTH","M","2015-09",-0.4,
"HUN","CPI","TOT","AGRWTH","M","2015-10",0.1,
"HUN","CPI","TOT","AGRWTH","M","2015-11",0.5,
"HUN","CPI","TOT","AGRWTH","M","2015-12",0.9,
"HUN","CPI","TOT","AGRWTH","M","2016-01",0.9,
"HUN","CPI","TOT","AGRWTH","M","2016-02",0.3,
"HUN","CPI","TOT","AGRWTH","M","2016-03",-0.2,
"HUN","CPI","TOT","AGRWTH","M","2016-04",0.2,
"HUN","CPI","TOT","AGRWTH","M","2016-05",-0.2,
"HUN","CPI","TOT","AGRWTH","M","2016-06",-0.2,
"HUN","CPI","TOT","AGRWTH","M","2016-07",-0.3,
"HUN","CPI","TOT","AGRWTH","M","2016-08",-0.1,
"HUN","CPI","TOT","AGRWTH","M","2016-09",0.6,
"HUN","CPI","TOT","AGRWTH","M","2016-10",1,
"HUN","CPI","TOT","AGRWTH","M","2016-11",1.1,
"HUN","CPI","TOT","AGRWTH","M","2016-12",1.8,
"HUN","CPI","TOT","AGRWTH","M","2017-01",2.3,
"HUN","CPI","TOT","AGRWTH","M","2017-02",2.9,
"HUN","CPI","TOT","AGRWTH","M","2017-03",2.7,
"HUN","CPI","TOT","AGRWTH","M","2017-04",2.2,
"HUN","CPI","TOT","AGRWTH","M","2017-05",2.1,
"HUN","CPI","TOT","AGRWTH","M","2017-06",1.9,
"HUN","CPI","TOT","AGRWTH","M","2017-07",2.1,
"HUN","CPI","TOT","AGRWTH","M","2017-08",2.6,
"HUN","CPI","TOT","AGRWTH","M","2017-09",2.5,
"HUN","CPI","TOT","AGRWTH","M","2017-10",2.2,
"HUN","CPI","TOT","AGRWTH","M","2017-11",2.5,
"HUN","CPI","TOT","AGRWTH","M","2017-12",2.1,
"HUN","CPI","TOT","AGRWTH","M","2018-01",2.1,
"HUN","CPI","TOT","AGRWTH","M","2018-02",1.9,
"HUN","CPI","TOT","AGRWTH","M","2018-03",2,
"HUN","CPI","TOT","AGRWTH","M","2018-04",2.3,
"HUN","CPI","TOT","AGRWTH","M","2018-05",2.8,
"HUN","CPI","TOT","AGRWTH","M","2018-06",3.1,
"HUN","CPI","TOT","AGRWTH","M","2018-07",3.4,
"HUN","CPI","TOT","AGRWTH","M","2018-08",3.4,
"HUN","CPI","TOT","AGRWTH","M","2018-09",3.6,
"HUN","CPI","TOT","AGRWTH","M","2018-10",3.8,
"HUN","CPI","TOT","AGRWTH","M","2018-11",3.1,
"HUN","CPI","TOT","AGRWTH","M","2018-12",2.7,
"HUN","CPI","TOT","AGRWTH","M","2019-01",2.7,
"HUN","CPI","TOT","AGRWTH","M","2019-02",3.1,
"HUN","CPI","TOT","AGRWTH","M","2019-03",3.7,
"HUN","CPI","TOT","AGRWTH","M","2019-04",3.9,
"HUN","CPI","TOT","AGRWTH","M","2019-05",3.9,
"HUN","CPI","TOT","AGRWTH","M","2019-06",3.4,
"HUN","CPI","TOT","AGRWTH","M","2019-07",3.3,
"HUN","CPI","TOT","AGRWTH","M","2019-08",3.1,
"HUN","CPI","TOT","AGRWTH","M","2019-09",2.8,
"HUN","CPI","TOT","AGRWTH","M","2019-10",2.9,
"HUN","CPI","TOT","AGRWTH","M","2019-11",3.4,
"HUN","CPI","TOT","AGRWTH","M","2019-12",4,
"HUN","CPI","TOT","AGRWTH","M","2020-01",4.7,
"HUN","CPI","TOT","AGRWTH","M","2020-02",4.4,
"HUN","CPI","TOT","AGRWTH","M","2020-03",3.9,
"HUN","CPI","TOT","AGRWTH","M","2020-04",2.4,
"HUN","CPI","TOT","AGRWTH","M","2020-05",2.2,
"HUN","CPI","TOT","AGRWTH","M","2020-06",2.9,
"HUN","CPI","TOT","AGRWTH","M","2020-07",3.8,
"HUN","CPI","TOT","AGRWTH","M","2020-08",3.9,
"HUN","CPI","TOT","AGRWTH","M","2020-09",3.4,
"HUN","CPI","TOT","AGRWTH","M","2020-10",3,
"HUN","CPI","TOT","AGRWTH","M","2020-11",2.7,
"HUN","CPI","TOT","AGRWTH","M","2020-12",2.7,
"HUN","CPI","TOT","AGRWTH","M","2021-01",2.7,
"HUN","CPI","TOT","AGRWTH","M","2021-02",3.1,
"HUN","CPI","TOT","AGRWTH","M","2021-03",3.7,
"HUN","CPI","TOT","AGRWTH","M","2021-04",5.1,
"HUN","CPI","TOT","AGRWTH","M","2021-05",5.1,
"HUN","CPI","TOT","AGRWTH","M","2021-06",5.3,
"HUN","CPI","TOT","AGRWTH","M","2021-07",4.6,
"HUN","CPI","TOT","AGRWTH","M","2021-08",4.9,
"HUN","CPI","TOT","AGRWTH","M","2021-09",5.5,
"HUN","CPI","TOT","AGRWTH","M","2021-10",6.5,
"HUN","CPI","TOT","AGRWTH","M","2021-11",7.4,
"HUN","CPI","TOT","AGRWTH","M","2021-12",7.4,
"HUN","CPI","TOT","AGRWTH","M","2022-01",7.9,
"HUN","CPI","TOT","AGRWTH","M","2022-02",8.3,
"HUN","CPI","TOT","AGRWTH","M","2022-03",8.5,
"HUN","CPI","TOT","AGRWTH","M","2022-04",9.5,
"HUN","CPI","TOT","AGRWTH","M","2022-05",10.7,
"HUN","CPI","TOT","AGRWTH","M","2022-06",11.7,
"HUN","CPI","TOT","AGRWTH","M","2022-07",13.7,
"HUN","CPI","TOT","AGRWTH","M","2022-08",15.6,
"HUN","CPI","TOT","AGRWTH","M","2022-09",20.1,
"HUN","CPI","TOT","AGRWTH","M","2022-10",21.1,
"HUN","CPI","TOT","AGRWTH","M","2022-11",22.5,
"HUN","CPI","TOT","AGRWTH","M","2022-12",24.5,
"HUN","CPI","TOT","AGRWTH","M","2023-01",25.7,
"ISL","CPI","TOT","AGRWTH","M","2011-04",2.838635,
"ISL","CPI","TOT","AGRWTH","M","2011-05",3.36643,
"ISL","CPI","TOT","AGRWTH","M","2011-06",4.227101,
"ISL","CPI","TOT","AGRWTH","M","2011-07",5.01412,
"ISL","CPI","TOT","AGRWTH","M","2011-08",5.046673,
"ISL","CPI","TOT","AGRWTH","M","2011-09",5.707875,
"ISL","CPI","TOT","AGRWTH","M","2011-10",5.25886,
"ISL","CPI","TOT","AGRWTH","M","2011-11",5.221028,
"ISL","CPI","TOT","AGRWTH","M","2011-12",5.247509,
"ISL","CPI","TOT","AGRWTH","M","2012-01",6.519711,
"ISL","CPI","TOT","AGRWTH","M","2012-02",6.3364,
"ISL","CPI","TOT","AGRWTH","M","2012-03",6.438702,
"ISL","CPI","TOT","AGRWTH","M","2012-04",6.417963,
"ISL","CPI","TOT","AGRWTH","M","2012-05",5.441233,
"ISL","CPI","TOT","AGRWTH","M","2012-06",5.42248,
"ISL","CPI","TOT","AGRWTH","M","2012-07",4.558278,
"ISL","CPI","TOT","AGRWTH","M","2012-08",4.106388,
"ISL","CPI","TOT","AGRWTH","M","2012-09",4.267082,
"ISL","CPI","TOT","AGRWTH","M","2012-10",4.199727,
"ISL","CPI","TOT","AGRWTH","M","2012-11",4.511316,
"ISL","CPI","TOT","AGRWTH","M","2012-12",4.202909,
"ISL","CPI","TOT","AGRWTH","M","2013-01",4.186186,
"ISL","CPI","TOT","AGRWTH","M","2013-02",4.843085,
"ISL","CPI","TOT","AGRWTH","M","2013-03",3.950851,
"ISL","CPI","TOT","AGRWTH","M","2013-04",3.343274,
"ISL","CPI","TOT","AGRWTH","M","2013-05",3.306416,
"ISL","CPI","TOT","AGRWTH","M","2013-06",3.355816,
"ISL","CPI","TOT","AGRWTH","M","2013-07",3.831559,
"ISL","CPI","TOT","AGRWTH","M","2013-08",4.349877,
"ISL","CPI","TOT","AGRWTH","M","2013-09",3.896434,
"ISL","CPI","TOT","AGRWTH","M","2013-10",3.626364,
"ISL","CPI","TOT","AGRWTH","M","2013-11",3.669044,
"ISL","CPI","TOT","AGRWTH","M","2013-12",4.140184,
"ISL","CPI","TOT","AGRWTH","M","2014-01",3.111108,
"ISL","CPI","TOT","AGRWTH","M","2014-02",2.143992,
"ISL","CPI","TOT","AGRWTH","M","2014-03",2.186255,
"ISL","CPI","TOT","AGRWTH","M","2014-04",2.318608,
"ISL","CPI","TOT","AGRWTH","M","2014-05",2.44419,
"ISL","CPI","TOT","AGRWTH","M","2014-06",2.237816,
"ISL","CPI","TOT","AGRWTH","M","2014-07",2.358559,
"ISL","CPI","TOT","AGRWTH","M","2014-08",2.242406,
"ISL","CPI","TOT","AGRWTH","M","2014-09",1.779359,
"ISL","CPI","TOT","AGRWTH","M","2014-10",1.910155,
"ISL","CPI","TOT","AGRWTH","M","2014-11",1.033755,
"ISL","CPI","TOT","AGRWTH","M","2014-12",0.826815,
"ISL","CPI","TOT","AGRWTH","M","2015-01",0.8175836,
"ISL","CPI","TOT","AGRWTH","M","2015-02",0.8071688,
"ISL","CPI","TOT","AGRWTH","M","2015-03",1.585732,
"ISL","CPI","TOT","AGRWTH","M","2015-04",1.434986,
"ISL","CPI","TOT","AGRWTH","M","2015-05",1.64218,
"ISL","CPI","TOT","AGRWTH","M","2015-06",1.530413,
"ISL","CPI","TOT","AGRWTH","M","2015-07",1.870051,
"ISL","CPI","TOT","AGRWTH","M","2015-08",2.170501,
"ISL","CPI","TOT","AGRWTH","M","2015-09",1.896534,
"ISL","CPI","TOT","AGRWTH","M","2015-10",1.815935,
"ISL","CPI","TOT","AGRWTH","M","2015-11",1.990027,
"ISL","CPI","TOT","AGRWTH","M","2015-12",2.014874,
"ISL","CPI","TOT","AGRWTH","M","2016-01",2.148503,
"ISL","CPI","TOT","AGRWTH","M","2016-02",2.168557,
"ISL","CPI","TOT","AGRWTH","M","2016-03",1.508996,
"ISL","CPI","TOT","AGRWTH","M","2016-04",1.553487,
"ISL","CPI","TOT","AGRWTH","M","2016-05",1.684844,
"ISL","CPI","TOT","AGRWTH","M","2016-06",1.629185,
"ISL","CPI","TOT","AGRWTH","M","2016-07",1.132243,
"ISL","CPI","TOT","AGRWTH","M","2016-08",0.9587176,
"ISL","CPI","TOT","AGRWTH","M","2016-09",1.839083,
"ISL","CPI","TOT","AGRWTH","M","2016-10",1.780542,
"ISL","CPI","TOT","AGRWTH","M","2016-11",2.086775,
"ISL","CPI","TOT","AGRWTH","M","2016-12",1.893229,
"ISL","CPI","TOT","AGRWTH","M","2017-01",1.917875,
"ISL","CPI","TOT","AGRWTH","M","2017-02",1.948299,
"ISL","CPI","TOT","AGRWTH","M","2017-03",1.634142,
"ISL","CPI","TOT","AGRWTH","M","2017-04",1.947085,
"ISL","CPI","TOT","AGRWTH","M","2017-05",1.729306,
"ISL","CPI","TOT","AGRWTH","M","2017-06",1.543893,
"ISL","CPI","TOT","AGRWTH","M","2017-07",1.827212,
"ISL","CPI","TOT","AGRWTH","M","2017-08",1.735401,
"ISL","CPI","TOT","AGRWTH","M","2017-09",1.380532,
"ISL","CPI","TOT","AGRWTH","M","2017-10",1.863252,
"ISL","CPI","TOT","AGRWTH","M","2017-11",1.733313,
"ISL","CPI","TOT","AGRWTH","M","2017-12",1.870849,
"ISL","CPI","TOT","AGRWTH","M","2018-01",2.371442,
"ISL","CPI","TOT","AGRWTH","M","2018-02",2.23723,
"ISL","CPI","TOT","AGRWTH","M","2018-03",2.756066,
"ISL","CPI","TOT","AGRWTH","M","2018-04",2.268235,
"ISL","CPI","TOT","AGRWTH","M","2018-05",1.995368,
"ISL","CPI","TOT","AGRWTH","M","2018-06",2.61825,
"ISL","CPI","TOT","AGRWTH","M","2018-07",2.704568,
"ISL","CPI","TOT","AGRWTH","M","2018-08",2.620306,
"ISL","CPI","TOT","AGRWTH","M","2018-09",2.749057,
"ISL","CPI","TOT","AGRWTH","M","2018-10",2.844474,
"ISL","CPI","TOT","AGRWTH","M","2018-11",3.267375,
"ISL","CPI","TOT","AGRWTH","M","2018-12",3.738919,
"ISL","CPI","TOT","AGRWTH","M","2019-01",3.386141,
"ISL","CPI","TOT","AGRWTH","M","2019-02",2.980616,
"ISL","CPI","TOT","AGRWTH","M","2019-03",2.937778,
"ISL","CPI","TOT","AGRWTH","M","2019-04",3.275407,
"ISL","CPI","TOT","AGRWTH","M","2019-05",3.589122,
"ISL","CPI","TOT","AGRWTH","M","2019-06",3.344101,
"ISL","CPI","TOT","AGRWTH","M","2019-07",3.062952,
"ISL","CPI","TOT","AGRWTH","M","2019-08",3.164996,
"ISL","CPI","TOT","AGRWTH","M","2019-09",2.993297,
"ISL","CPI","TOT","AGRWTH","M","2019-10",2.7844,
"ISL","CPI","TOT","AGRWTH","M","2019-11",2.655934,
"ISL","CPI","TOT","AGRWTH","M","2019-12",2.030462,
"ISL","CPI","TOT","AGRWTH","M","2020-01",1.698286,
"ISL","CPI","TOT","AGRWTH","M","2020-02",2.438648,
"ISL","CPI","TOT","AGRWTH","M","2020-03",2.130863,
"ISL","CPI","TOT","AGRWTH","M","2020-04",2.265598,
"ISL","CPI","TOT","AGRWTH","M","2020-05",2.576473,
"ISL","CPI","TOT","AGRWTH","M","2020-06",2.65082,
"ISL","CPI","TOT","AGRWTH","M","2020-07",3.023342,
"ISL","CPI","TOT","AGRWTH","M","2020-08",3.198588,
"ISL","CPI","TOT","AGRWTH","M","2020-09",3.503318,
"ISL","CPI","TOT","AGRWTH","M","2020-10",3.570388,
"ISL","CPI","TOT","AGRWTH","M","2020-11",3.492636,
"ISL","CPI","TOT","AGRWTH","M","2020-12",3.575357,
"ISL","CPI","TOT","AGRWTH","M","2021-01",4.29919,
"ISL","CPI","TOT","AGRWTH","M","2021-02",4.052501,
"ISL","CPI","TOT","AGRWTH","M","2021-03",4.336526,
"ISL","CPI","TOT","AGRWTH","M","2021-04",4.547324,
"ISL","CPI","TOT","AGRWTH","M","2021-05",4.443987,
"ISL","CPI","TOT","AGRWTH","M","2021-06",4.246248,
"ISL","CPI","TOT","AGRWTH","M","2021-07",4.262843,
"ISL","CPI","TOT","AGRWTH","M","2021-08",4.271329,
"ISL","CPI","TOT","AGRWTH","M","2021-09",4.351147,
"ISL","CPI","TOT","AGRWTH","M","2021-10",4.537301,
"ISL","CPI","TOT","AGRWTH","M","2021-11",4.843696,
"ISL","CPI","TOT","AGRWTH","M","2021-12",5.111876,
"ISL","CPI","TOT","AGRWTH","M","2022-01",5.684166,
"ISL","CPI","TOT","AGRWTH","M","2022-02",6.187761,
"ISL","CPI","TOT","AGRWTH","M","2022-03",6.66674,
"ISL","CPI","TOT","AGRWTH","M","2022-04",7.23057,
"ISL","CPI","TOT","AGRWTH","M","2022-05",7.589962,
"ISL","CPI","TOT","AGRWTH","M","2022-06",8.818589,
"ISL","CPI","TOT","AGRWTH","M","2022-07",9.929646,
"ISL","CPI","TOT","AGRWTH","M","2022-08",9.735205,
"ISL","CPI","TOT","AGRWTH","M","2022-09",9.338311,
"ISL","CPI","TOT","AGRWTH","M","2022-10",9.405343,
"ISL","CPI","TOT","AGRWTH","M","2022-11",9.332962,
"ISL","CPI","TOT","AGRWTH","M","2022-12",9.55474,
"ISL","CPI","TOT","AGRWTH","M","2023-01",9.942731,
"IRL","CPI","TOT","AGRWTH","M","2011-04",3.144654,
"IRL","CPI","TOT","AGRWTH","M","2011-05",2.606882,
"IRL","CPI","TOT","AGRWTH","M","2011-06",2.713988,
"IRL","CPI","TOT","AGRWTH","M","2011-07",2.609603,
"IRL","CPI","TOT","AGRWTH","M","2011-08",2.072539,
"IRL","CPI","TOT","AGRWTH","M","2011-09",2.596054,
"IRL","CPI","TOT","AGRWTH","M","2011-10",2.80083,
"IRL","CPI","TOT","AGRWTH","M","2011-11",3.014553,
"IRL","CPI","TOT","AGRWTH","M","2011-12",2.38342,
"IRL","CPI","TOT","AGRWTH","M","2012-01",2.182952,
"IRL","CPI","TOT","AGRWTH","M","2012-02",2.162719,
"IRL","CPI","TOT","AGRWTH","M","2012-03",2.244898,
"IRL","CPI","TOT","AGRWTH","M","2012-04",1.829268,
"IRL","CPI","TOT","AGRWTH","M","2012-05",1.829268,
"IRL","CPI","TOT","AGRWTH","M","2012-06",1.626016,
"IRL","CPI","TOT","AGRWTH","M","2012-07",1.62767,
"IRL","CPI","TOT","AGRWTH","M","2012-08",2.030457,
"IRL","CPI","TOT","AGRWTH","M","2012-09",1.619433,
"IRL","CPI","TOT","AGRWTH","M","2012-10",1.210898,
"IRL","CPI","TOT","AGRWTH","M","2012-11",0.8072654,
"IRL","CPI","TOT","AGRWTH","M","2012-12",1.214575,
"IRL","CPI","TOT","AGRWTH","M","2013-01",1.220753,
"IRL","CPI","TOT","AGRWTH","M","2013-02",1.108871,
"IRL","CPI","TOT","AGRWTH","M","2013-03",0.499002,
"IRL","CPI","TOT","AGRWTH","M","2013-04",0.499002,
"IRL","CPI","TOT","AGRWTH","M","2013-05",0.3992016,
"IRL","CPI","TOT","AGRWTH","M","2013-06",0.7,
"IRL","CPI","TOT","AGRWTH","M","2013-07",0.7007007,
"IRL","CPI","TOT","AGRWTH","M","2013-08",0.199005,
"IRL","CPI","TOT","AGRWTH","M","2013-09",0.1992032,
"IRL","CPI","TOT","AGRWTH","M","2013-10",0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2013-11",0.3003003,
"IRL","CPI","TOT","AGRWTH","M","2013-12",0.2,
"IRL","CPI","TOT","AGRWTH","M","2014-01",0.201005,
"IRL","CPI","TOT","AGRWTH","M","2014-02",-0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2014-03",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2014-04",0.2979146,
"IRL","CPI","TOT","AGRWTH","M","2014-05",0.2982107,
"IRL","CPI","TOT","AGRWTH","M","2014-06",0.3972194,
"IRL","CPI","TOT","AGRWTH","M","2014-07",0.2982107,
"IRL","CPI","TOT","AGRWTH","M","2014-08",0.3972194,
"IRL","CPI","TOT","AGRWTH","M","2014-09",0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2014-10",0.1992032,
"IRL","CPI","TOT","AGRWTH","M","2014-11",0.0998004,
"IRL","CPI","TOT","AGRWTH","M","2014-12",-0.2994012,
"IRL","CPI","TOT","AGRWTH","M","2015-01",-0.6018054,
"IRL","CPI","TOT","AGRWTH","M","2015-02",-0.499002,
"IRL","CPI","TOT","AGRWTH","M","2015-03",-0.5946482,
"IRL","CPI","TOT","AGRWTH","M","2015-04",-0.6930693,
"IRL","CPI","TOT","AGRWTH","M","2015-05",-0.1982161,
"IRL","CPI","TOT","AGRWTH","M","2015-06",-0.1978239,
"IRL","CPI","TOT","AGRWTH","M","2015-07",-0.1982161,
"IRL","CPI","TOT","AGRWTH","M","2015-08",0,
"IRL","CPI","TOT","AGRWTH","M","2015-09",-0.1984127,
"IRL","CPI","TOT","AGRWTH","M","2015-10",-0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2015-11",-0.1994018,
"IRL","CPI","TOT","AGRWTH","M","2015-12",0.1001001,
"IRL","CPI","TOT","AGRWTH","M","2016-01",0.1009082,
"IRL","CPI","TOT","AGRWTH","M","2016-02",-0.1003009,
"IRL","CPI","TOT","AGRWTH","M","2016-03",-0.2991027,
"IRL","CPI","TOT","AGRWTH","M","2016-04",-0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2016-05",0,
"IRL","CPI","TOT","AGRWTH","M","2016-06",0.4955401,
"IRL","CPI","TOT","AGRWTH","M","2016-07",0.4965243,
"IRL","CPI","TOT","AGRWTH","M","2016-08",-0.09891197,
"IRL","CPI","TOT","AGRWTH","M","2016-09",0,
"IRL","CPI","TOT","AGRWTH","M","2016-10",-0.2988048,
"IRL","CPI","TOT","AGRWTH","M","2016-11",-0.0999001,
"IRL","CPI","TOT","AGRWTH","M","2016-12",0,
"IRL","CPI","TOT","AGRWTH","M","2017-01",0.3024194,
"IRL","CPI","TOT","AGRWTH","M","2017-02",0.502008,
"IRL","CPI","TOT","AGRWTH","M","2017-03",0.7,
"IRL","CPI","TOT","AGRWTH","M","2017-04",0.8982036,
"IRL","CPI","TOT","AGRWTH","M","2017-05",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2017-06",-0.3944773,
"IRL","CPI","TOT","AGRWTH","M","2017-07",-0.1976285,
"IRL","CPI","TOT","AGRWTH","M","2017-08",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2017-09",0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2017-10",0.5994006,
"IRL","CPI","TOT","AGRWTH","M","2017-11",0.5,
"IRL","CPI","TOT","AGRWTH","M","2017-12",0.4,
"IRL","CPI","TOT","AGRWTH","M","2018-01",0.201005,
"IRL","CPI","TOT","AGRWTH","M","2018-02",0.4995005,
"IRL","CPI","TOT","AGRWTH","M","2018-03",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2018-04",-0.3956479,
"IRL","CPI","TOT","AGRWTH","M","2018-05",0.3964321,
"IRL","CPI","TOT","AGRWTH","M","2018-06",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2018-07",0.7920792,
"IRL","CPI","TOT","AGRWTH","M","2018-08",0.6903353,
"IRL","CPI","TOT","AGRWTH","M","2018-09",0.8928571,
"IRL","CPI","TOT","AGRWTH","M","2018-10",0.8937438,
"IRL","CPI","TOT","AGRWTH","M","2018-11",0.5970149,
"IRL","CPI","TOT","AGRWTH","M","2018-12",0.6972111,
"IRL","CPI","TOT","AGRWTH","M","2019-01",0.7021063,
"IRL","CPI","TOT","AGRWTH","M","2019-02",0.5964215,
"IRL","CPI","TOT","AGRWTH","M","2019-03",1.090188,
"IRL","CPI","TOT","AGRWTH","M","2019-04",1.688183,
"IRL","CPI","TOT","AGRWTH","M","2019-05",0.9871668,
"IRL","CPI","TOT","AGRWTH","M","2019-06",1.084813,
"IRL","CPI","TOT","AGRWTH","M","2019-07",0.4911591,
"IRL","CPI","TOT","AGRWTH","M","2019-08",0.6856024,
"IRL","CPI","TOT","AGRWTH","M","2019-09",0.8849558,
"IRL","CPI","TOT","AGRWTH","M","2019-10",0.6889764,
"IRL","CPI","TOT","AGRWTH","M","2019-11",1.088032,
"IRL","CPI","TOT","AGRWTH","M","2019-12",1.285856,
"IRL","CPI","TOT","AGRWTH","M","2020-01",1.294821,
"IRL","CPI","TOT","AGRWTH","M","2020-02",1.086957,
"IRL","CPI","TOT","AGRWTH","M","2020-03",0.6862745,
"IRL","CPI","TOT","AGRWTH","M","2020-04",-0.09765625,
"IRL","CPI","TOT","AGRWTH","M","2020-05",-0.4887586,
"IRL","CPI","TOT","AGRWTH","M","2020-06",-0.3902439,
"IRL","CPI","TOT","AGRWTH","M","2020-07",-0.3910069,
"IRL","CPI","TOT","AGRWTH","M","2020-08",-0.9727626,
"IRL","CPI","TOT","AGRWTH","M","2020-09",-1.169591,
"IRL","CPI","TOT","AGRWTH","M","2020-10",-1.466276,
"IRL","CPI","TOT","AGRWTH","M","2020-11",-1.076321,
"IRL","CPI","TOT","AGRWTH","M","2020-12",-0.9765625,
"IRL","CPI","TOT","AGRWTH","M","2021-01",-0.1966568,
"IRL","CPI","TOT","AGRWTH","M","2021-02",-0.3910069,
